case_uid,status,execution_time_ms,edge_coverage,depth,operators,input_shape,error_message
fuzz_pt_77849ce2,Crash,1.0,2884,3,"Conv2d,Linear,ReLU","[128, 18, 1024, 64]","Given groups=1, weight of size [2, 4, 1, 1], expected input[128, 18, 1024, 64] to have 4 channels, but got 18 channels instead"
fuzz_pt_d2ba9253,Success,1498.11,3336,5,"AvgPool2d,BatchNorm2d,Flatten,Flatten,Flatten","[16, 1, 1024, 256]",None
fuzz_pt_32be5993,Crash,1.0,3036,3,"BatchNorm2d,Conv2d,ReLU","[1, 26, 1024, 32]",running_mean should contain 26 elements not 9
fuzz_pt_f27fa3c1,Crash,1.54,1904,4,"ReLU,BatchNorm2d,BatchNorm2d,BatchNorm2d","[64, 29, 32, 16]",running_mean should contain 29 elements not 57
fuzz_pt_6a597914,Success,2.0,2319,2,"MaxPool2d,MaxPool2d","[64, 53, 16, 16]",None
fuzz_pt_06145834,Crash,1.0,3050,2,"Conv2d,AvgPool2d","[64, 23, 16, 1024]","Given groups=1, weight of size [34, 32, 5, 5], expected input[64, 23, 16, 1024] to have 32 channels, but got 23 channels instead"
fuzz_pt_ff1184f5,Crash,1.0,2293,2,"BatchNorm2d,Conv2d","[128, 11, 32, 128]",running_mean should contain 11 elements not 44
fuzz_pt_a856bd2c,Crash,1.0,5271,5,"ReLU,ReLU,ReLU,Linear,Linear","[256, 3364]",mat1 and mat2 shapes cannot be multiplied (256x3364 and 934x246)
fuzz_pt_cbca169d,Crash,1.0,4887,6,"MaxPool2d,ReLU,MaxPool2d,Linear,MaxPool2d,ReLU","[16, 1656]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_51555ecc,Crash,1.0,794,1,MaxPool2d,"[1, 1690]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_2476f56a,Success,1.0,1473,1,AvgPool2d,"[16, 35, 128, 16]",None
fuzz_pt_4f7ac7fb,Crash,1.0,5538,6,"Conv2d,MaxPool2d,ReLU,Linear,MaxPool2d,BatchNorm2d","[64, 3869]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 3869]"
fuzz_pt_786f2d4b,Crash,1.0,3722,5,"Flatten,MaxPool2d,AvgPool2d,MaxPool2d,Conv2d","[128, 6, 64, 64]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_c02f5103,Crash,1.0,942,1,BatchNorm2d,"[64, 703]",expected 4D input (got 2D input)
fuzz_pt_846ce865,Success,46.49,1826,1,ReLU,"[128, 14, 1024, 128]",None
fuzz_pt_efe367fa,Crash,1.0,4852,5,"Conv2d,Flatten,BatchNorm2d,Flatten,Flatten","[1, 2247]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 2247]"
fuzz_pt_0ac2623c,Crash,1.0,2609,2,"Linear,ReLU","[1, 63, 256, 256]",mat1 and mat2 shapes cannot be multiplied (16128x256 and 216x588)
fuzz_pt_f4b5da6d,Crash,1.0,4232,4,"ReLU,Conv2d,AvgPool2d,Flatten","[128, 11, 32, 32]","Given groups=1, weight of size [28, 19, 5, 5], expected input[128, 11, 32, 32] to have 19 channels, but got 11 channels instead"
fuzz_pt_4cc56098,Crash,10.08,3384,6,"ReLU,AvgPool2d,ReLU,BatchNorm2d,AvgPool2d,ReLU","[128, 29, 64, 128]",running_mean should contain 29 elements not 2
fuzz_pt_1da35fac,Crash,1.0,2970,5,"BatchNorm2d,AvgPool2d,Conv2d,BatchNorm2d,BatchNorm2d","[128, 8, 64, 64]",running_mean should contain 8 elements not 44
fuzz_pt_db8daa46,Crash,1.0,7967,6,"BatchNorm2d,Linear,AvgPool2d,Flatten,Conv2d,Conv2d","[16, 64, 1024, 16]",running_mean should contain 64 elements not 39
fuzz_pt_2d71c885,Timeout,3118.0,2079,1,ReLU,"[128, 4, 32, 256]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_384624d0,Crash,2.0,2515,2,"BatchNorm2d,Conv2d","[1, 13, 1024, 128]",running_mean should contain 13 elements not 62
fuzz_pt_263776dc,Crash,1.0,3945,5,"Conv2d,BatchNorm2d,BatchNorm2d,Flatten,Flatten","[64, 30, 16, 32]","Given groups=1, weight of size [16, 10, 3, 3], expected input[64, 30, 16, 32] to have 10 channels, but got 30 channels instead"
fuzz_pt_a4643917,Crash,1.0,6364,4,"Linear,Conv2d,Linear,ReLU","[128, 49, 128, 64]",mat1 and mat2 shapes cannot be multiplied (802816x64 and 133x456)
fuzz_pt_7c7f184b,Crash,1.0,2639,5,"BatchNorm2d,AvgPool2d,MaxPool2d,AvgPool2d,ReLU","[16, 41, 128, 1024]",running_mean should contain 41 elements not 5
fuzz_pt_713d0e42,Crash,3.69,5072,5,"ReLU,Conv2d,MaxPool2d,Linear,MaxPool2d","[16, 62, 32, 32]","Given groups=1, weight of size [12, 61, 5, 5], expected input[16, 62, 32, 32] to have 61 channels, but got 62 channels instead"
fuzz_pt_1e4fd625,Crash,1.0,2396,3,"Flatten,Conv2d,BatchNorm2d","[4, 2, 32, 16]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [4, 1024]"
fuzz_pt_b9e17452,Crash,1.0,1500,1,Linear,"[4, 39, 32, 1024]",mat1 and mat2 shapes cannot be multiplied (4992x1024 and 335x570)
fuzz_pt_f8b22cee,Crash,1.0,3564,3,"AvgPool2d,Conv2d,Linear","[256, 50000]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_afb309a9,Crash,1.0,4999,4,"Linear,BatchNorm2d,BatchNorm2d,Conv2d","[4, 53, 1024, 16]",mat1 and mat2 shapes cannot be multiplied (217088x16 and 729x364)
fuzz_pt_e32a788b,Crash,1.01,3703,4,"AvgPool2d,Conv2d,MaxPool2d,Conv2d","[1, 10, 256, 1024]","Given groups=1, weight of size [21, 45, 3, 3], expected input[1, 10, 85, 341] to have 45 channels, but got 10 channels instead"
fuzz_pt_a1ed057e,Crash,1.0,2602,4,"Flatten,BatchNorm2d,ReLU,ReLU","[256, 1373]",expected 4D input (got 2D input)
fuzz_pt_46440015,Crash,1.0,2741,5,"ReLU,MaxPool2d,BatchNorm2d,ReLU,BatchNorm2d","[16, 1734]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_01d6dd9e,Success,907.73,1441,1,ReLU,"[1, 52, 64, 1024]",None
fuzz_pt_a3ca9890,Crash,1.0,4859,6,"BatchNorm2d,Linear,ReLU,Linear,ReLU,Flatten","[64, 384]",expected 4D input (got 2D input)
fuzz_pt_d522965b,Crash,1.0,1627,2,"Linear,ReLU","[128, 17, 16, 128]",mat1 and mat2 shapes cannot be multiplied (34816x128 and 335x172)
fuzz_pt_b50aa5d0,Crash,1.0,1328,2,"AvgPool2d,ReLU","[256, 747]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_2684922c,Crash,1.0,3169,4,"BatchNorm2d,AvgPool2d,Flatten,Linear","[128, 59, 256, 256]",running_mean should contain 59 elements not 8
fuzz_pt_33477e58,Crash,1.0,2300,1,Conv2d,"[64, 35, 16, 128]","Given groups=1, weight of size [14, 56, 1, 1], expected input[64, 35, 16, 128] to have 56 channels, but got 35 channels instead"
fuzz_pt_4ab56285,Crash,1.0,3678,6,"MaxPool2d,BatchNorm2d,BatchNorm2d,AvgPool2d,AvgPool2d,ReLU","[256, 1377]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_8f5ff102,Crash,88.73,2769,5,"ReLU,AvgPool2d,Flatten,Flatten,BatchNorm2d","[4, 56, 1024, 1024]",expected 4D input (got 2D input)
fuzz_pt_d30763a4,Crash,1.0,3300,5,"MaxPool2d,Flatten,ReLU,AvgPool2d,Conv2d","[256, 2191]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_27c81b78,Crash,1.0,3641,5,"BatchNorm2d,Flatten,AvgPool2d,AvgPool2d,Flatten","[1, 48, 128, 1024]",running_mean should contain 48 elements not 41
fuzz_pt_eeae7cef,Crash,1.0,4095,6,"BatchNorm2d,AvgPool2d,ReLU,Flatten,Flatten,Flatten","[64, 12, 64, 16]",running_mean should contain 12 elements not 31
fuzz_pt_e54dcf93,Crash,1.0,3222,6,"Conv2d,BatchNorm2d,MaxPool2d,MaxPool2d,MaxPool2d,MaxPool2d","[64, 43, 16, 256]","Given groups=1, weight of size [51, 25, 1, 1], expected input[64, 43, 16, 256] to have 25 channels, but got 43 channels instead"
fuzz_pt_58c715ca,Crash,1.0,3454,6,"ReLU,Linear,ReLU,Linear,ReLU,ReLU","[1, 59, 32, 128]",mat1 and mat2 shapes cannot be multiplied (1888x128 and 195x552)
fuzz_pt_ad4a8dcd,Crash,1.0,5261,4,"Linear,Linear,Linear,Linear","[4, 46, 128, 32]",mat1 and mat2 shapes cannot be multiplied (23552x32 and 895x379)
fuzz_pt_e44f8ac0,Crash,2.75,2378,3,"MaxPool2d,BatchNorm2d,ReLU","[64, 51, 64, 16]",running_mean should contain 51 elements not 15
fuzz_pt_15912d5f,Crash,1.0,5826,5,"Linear,Flatten,Conv2d,Flatten,AvgPool2d","[64, 18, 128, 32]",mat1 and mat2 shapes cannot be multiplied (147456x32 and 958x237)
fuzz_pt_910ab2dc,Crash,1.0,4858,6,"Flatten,Flatten,Conv2d,MaxPool2d,Conv2d,BatchNorm2d","[128, 56, 64, 16]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [128, 57344]"
fuzz_pt_93c69f80,Crash,1.0,6835,6,"AvgPool2d,Linear,Conv2d,Linear,BatchNorm2d,AvgPool2d","[1, 10, 1024, 1024]",mat1 and mat2 shapes cannot be multiplied (3410x341 and 883x275)
fuzz_pt_226b33a8,Crash,4.13,4338,6,"AvgPool2d,AvgPool2d,Flatten,BatchNorm2d,MaxPool2d,ReLU","[4, 33, 1024, 128]",expected 4D input (got 2D input)
fuzz_pt_7cfbeef8,Crash,1.0,1722,2,"Linear,Flatten","[16, 57, 32, 1024]",mat1 and mat2 shapes cannot be multiplied (29184x1024 and 722x92)
fuzz_pt_483cd9a3,Success,5.09,1472,1,AvgPool2d,"[128, 5, 256, 128]",None
fuzz_pt_1a4759bd,Crash,1.04,7758,6,"Linear,Linear,BatchNorm2d,Conv2d,Conv2d,BatchNorm2d","[64, 2236]",mat1 and mat2 shapes cannot be multiplied (64x2236 and 326x652)
fuzz_pt_7a2ea35f,Crash,1.0,1984,2,"BatchNorm2d,MaxPool2d","[16, 455]",expected 4D input (got 2D input)
fuzz_pt_c0d1005f,Crash,1.0,3565,3,"ReLU,Conv2d,AvgPool2d","[256, 4056]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [256, 4056]"
fuzz_pt_0975306b,Crash,1.0,6563,6,"Flatten,Conv2d,BatchNorm2d,ReLU,AvgPool2d,Linear","[16, 57, 32, 32]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [16, 58368]"
fuzz_pt_5f46b469,Crash,2.08,4131,6,"ReLU,Flatten,ReLU,BatchNorm2d,BatchNorm2d,Linear","[1, 29, 64, 1024]",expected 4D input (got 2D input)
fuzz_pt_6eacb7e6,Crash,1.0,3939,4,"MaxPool2d,Flatten,Flatten,Linear","[16, 6, 1024, 16]",mat1 and mat2 shapes cannot be multiplied (16x10230 and 540x352)
fuzz_pt_1ecd8e9e,Crash,1.0,3966,3,"Linear,Linear,ReLU","[64, 5, 32, 16]",mat1 and mat2 shapes cannot be multiplied (10240x16 and 382x484)
fuzz_pt_6d72a68c,Crash,1.0,1951,1,Conv2d,"[64, 63, 128, 64]","Given groups=1, weight of size [5, 6, 5, 5], expected input[64, 63, 128, 64] to have 6 channels, but got 63 channels instead"
fuzz_pt_c007b836,Crash,1.0,1559,1,Conv2d,"[128, 12, 1024, 256]","Given groups=1, weight of size [7, 34, 3, 3], expected input[128, 12, 1024, 256] to have 34 channels, but got 12 channels instead"
fuzz_pt_0a1a32fd,Crash,1.0,2280,3,"AvgPool2d,BatchNorm2d,Flatten","[256, 4039]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_8c2df995,Crash,1.0,2760,2,"BatchNorm2d,Linear","[1, 22, 256, 256]",running_mean should contain 22 elements not 8
fuzz_pt_9af3b794,Crash,10.84,3405,5,"AvgPool2d,Conv2d,ReLU,AvgPool2d,MaxPool2d","[4, 61, 256, 1024]","Given groups=1, weight of size [27, 57, 1, 1], expected input[4, 61, 85, 341] to have 57 channels, but got 61 channels instead"
fuzz_pt_35149957,Timeout,3218.7,2449,2,"Flatten,Flatten","[1, 1561]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_394c6f71,Crash,2.31,4709,5,"ReLU,MaxPool2d,Conv2d,BatchNorm2d,AvgPool2d","[16, 17, 256, 32]","Given groups=1, weight of size [27, 58, 5, 5], expected input[16, 17, 85, 10] to have 58 channels, but got 17 channels instead"
fuzz_pt_7e930fe1,Crash,1.01,6060,4,"ReLU,Linear,AvgPool2d,Conv2d","[16, 48, 32, 256]",mat1 and mat2 shapes cannot be multiplied (24576x256 and 235x880)
fuzz_pt_6ace02d9,Timeout,3031.61,1885,2,"MaxPool2d,Flatten","[1, 55, 1024, 1024]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_58fc9a3e,Crash,1.01,1805,2,"BatchNorm2d,Flatten","[16, 49, 128, 16]",running_mean should contain 49 elements not 11
fuzz_pt_6e7705f6,Crash,1.0,6065,4,"Linear,Flatten,Linear,AvgPool2d","[1, 43, 256, 256]",mat1 and mat2 shapes cannot be multiplied (11008x256 and 633x192)
fuzz_pt_599cb2a5,Crash,1.0,1144,1,BatchNorm2d,"[4, 9, 32, 64]",running_mean should contain 9 elements not 28
fuzz_pt_4d8c050b,Crash,1.0,1665,1,Conv2d,"[16, 64, 64, 64]","Given groups=1, weight of size [52, 17, 3, 3], expected input[16, 64, 64, 64] to have 17 channels, but got 64 channels instead"
fuzz_pt_530b66e9,Crash,1.0,2555,2,"Linear,MaxPool2d","[128, 29, 64, 64]",mat1 and mat2 shapes cannot be multiplied (237568x64 and 117x968)
fuzz_pt_037361d0,Crash,6.92,2170,4,"AvgPool2d,Flatten,BatchNorm2d,BatchNorm2d","[16, 50, 256, 128]",expected 4D input (got 2D input)
fuzz_pt_52b97427,Crash,1.0,3915,5,"Flatten,Linear,ReLU,BatchNorm2d,MaxPool2d","[128, 52, 1024, 128]",mat1 and mat2 shapes cannot be multiplied (128x6815744 and 281x259)
fuzz_pt_2aa39ff6,Crash,1.0,5251,6,"Linear,Flatten,ReLU,MaxPool2d,ReLU,Conv2d","[16, 966]",mat1 and mat2 shapes cannot be multiplied (16x966 and 635x762)
fuzz_pt_45ab4355,Success,638.25,1777,1,Flatten,"[128, 18, 256, 256]",None
fuzz_pt_8e53e695,Crash,1.0,1449,1,Conv2d,"[128, 4, 1024, 32]","Given groups=1, weight of size [29, 27, 1, 1], expected input[128, 4, 1024, 32] to have 27 channels, but got 4 channels instead"
fuzz_pt_e96ea8ee,Crash,1.0,924,1,BatchNorm2d,"[64, 13, 256, 64]",running_mean should contain 13 elements not 45
fuzz_pt_af21c864,Crash,2.66,2511,3,"AvgPool2d,ReLU,Conv2d","[1, 1032]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_fc481111,Crash,8.04,1608,4,"AvgPool2d,BatchNorm2d,AvgPool2d,BatchNorm2d","[64, 58, 256, 64]",running_mean should contain 58 elements not 39
fuzz_pt_ea3aeb77,Crash,1.0,2952,6,"Conv2d,BatchNorm2d,BatchNorm2d,BatchNorm2d,BatchNorm2d,AvgPool2d","[16, 63, 32, 1024]","Given groups=1, weight of size [12, 30, 1, 1], expected input[16, 63, 32, 1024] to have 30 channels, but got 63 channels instead"
fuzz_pt_dd233cb8,Crash,10.47,3211,6,"ReLU,Flatten,BatchNorm2d,ReLU,ReLU,Linear","[1, 47, 1024, 1024]",expected 4D input (got 2D input)
fuzz_pt_4a707d53,Crash,1.0,876,1,MaxPool2d,"[1, 3125]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_528475f5,Crash,1.0,3169,3,"BatchNorm2d,Flatten,Conv2d","[64, 2042]",expected 4D input (got 2D input)
fuzz_pt_e725757f,Crash,1.0,4882,6,"Conv2d,MaxPool2d,Linear,MaxPool2d,ReLU,ReLU","[1, 32, 16, 32]","Given groups=1, weight of size [54, 50, 1, 1], expected input[1, 32, 16, 32] to have 50 channels, but got 32 channels instead"
fuzz_pt_2d2d4417,Timeout,2929.54,3046,4,"ReLU,ReLU,Flatten,Flatten","[4, 46, 256, 1024]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_8834c172,Crash,1.0,6447,6,"BatchNorm2d,Conv2d,Conv2d,ReLU,Linear,MaxPool2d","[128, 21, 256, 1024]",running_mean should contain 21 elements not 16
fuzz_pt_1d68341e,Crash,1.59,4445,6,"ReLU,Flatten,MaxPool2d,Conv2d,MaxPool2d,MaxPool2d","[16, 61, 64, 128]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_2a817ab6,Crash,1.0,1777,3,"BatchNorm2d,BatchNorm2d,AvgPool2d","[256, 2859]",expected 4D input (got 2D input)
fuzz_pt_a8016643,Crash,1.0,4402,5,"Linear,Conv2d,Linear,ReLU,BatchNorm2d","[64, 2362]",mat1 and mat2 shapes cannot be multiplied (64x2362 and 802x490)
fuzz_pt_f3d7640d,Crash,1.0,2096,2,"Linear,BatchNorm2d","[16, 10, 128, 16]",mat1 and mat2 shapes cannot be multiplied (20480x16 and 398x766)
fuzz_pt_3d55541b,Crash,1.0,4805,5,"Linear,Flatten,Flatten,BatchNorm2d,Linear","[128, 51, 64, 1024]",mat1 and mat2 shapes cannot be multiplied (417792x1024 and 214x891)
fuzz_pt_cf09e54b,Crash,1.3,4460,5,"BatchNorm2d,ReLU,Conv2d,Conv2d,ReLU","[4, 54, 128, 1024]",running_mean should contain 54 elements not 16
fuzz_pt_8ee57faf,Crash,1.0,5219,5,"ReLU,Conv2d,Conv2d,AvgPool2d,BatchNorm2d","[16, 52, 32, 64]","Given groups=1, weight of size [48, 37, 1, 1], expected input[16, 52, 32, 64] to have 37 channels, but got 52 channels instead"
fuzz_pt_37ed63cf,Crash,1.0,2329,2,"Linear,Flatten","[128, 20, 32, 256]",mat1 and mat2 shapes cannot be multiplied (81920x256 and 548x175)
fuzz_pt_d6accbf8,Crash,1.0,2893,5,"Linear,BatchNorm2d,Flatten,ReLU,BatchNorm2d","[16, 297]",mat1 and mat2 shapes cannot be multiplied (16x297 and 900x942)
fuzz_pt_735e2f4b,Crash,1.0,2841,3,"BatchNorm2d,Linear,MaxPool2d","[16, 64, 16, 1024]",running_mean should contain 64 elements not 21
fuzz_pt_652247f0,Crash,1.0,3588,2,"Conv2d,Linear","[16, 2561]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [16, 2561]"
fuzz_pt_72ace2b7,Crash,10.46,2752,2,"AvgPool2d,Linear","[64, 32, 128, 256]",mat1 and mat2 shapes cannot be multiplied (86016x85 and 714x106)
fuzz_pt_2291032e,Crash,1.0,1624,1,Conv2d,"[128, 45, 64, 16]","Given groups=1, weight of size [11, 7, 1, 1], expected input[128, 45, 64, 16] to have 7 channels, but got 45 channels instead"
fuzz_pt_4fcef46d,Crash,1.0,6844,6,"Conv2d,AvgPool2d,Linear,Flatten,AvgPool2d,AvgPool2d","[4, 4, 16, 32]","Given groups=1, weight of size [35, 61, 3, 3], expected input[4, 4, 16, 32] to have 61 channels, but got 4 channels instead"
fuzz_pt_0e3719e9,Success,1546.44,1673,1,MaxPool2d,"[16, 43, 256, 1024]",None
fuzz_pt_73357d50,Crash,1.0,2552,2,"BatchNorm2d,Linear","[128, 62, 16, 1024]",running_mean should contain 62 elements not 8
fuzz_pt_d49f9ec4,Crash,1.0,5422,5,"ReLU,Linear,AvgPool2d,BatchNorm2d,Conv2d","[64, 33, 16, 128]",mat1 and mat2 shapes cannot be multiplied (33792x128 and 475x596)
fuzz_pt_3ec6ac52,Crash,1.0,2663,2,"Linear,Linear","[1, 42, 32, 256]",mat1 and mat2 shapes cannot be multiplied (1344x256 and 340x72)
fuzz_pt_998aae76,Crash,2.0,5541,5,"Flatten,Conv2d,Conv2d,Conv2d,Conv2d","[64, 476]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 476]"
fuzz_pt_5c678ebc,Crash,1.0,2333,4,"MaxPool2d,ReLU,MaxPool2d,Flatten","[64, 3269]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_536f3e17,Crash,1.0,1907,1,Linear,"[64, 29, 16, 128]",mat1 and mat2 shapes cannot be multiplied (29696x128 and 713x243)
fuzz_pt_7834adf3,Crash,1.0,2628,3,"AvgPool2d,Conv2d,Flatten","[4, 17, 256, 16]","Given groups=1, weight of size [35, 31, 1, 1], expected input[4, 17, 128, 8] to have 31 channels, but got 17 channels instead"
fuzz_pt_b321d9f5,Crash,1.0,2723,3,"ReLU,BatchNorm2d,Conv2d","[1, 15, 64, 64]",running_mean should contain 15 elements not 38
fuzz_pt_24f0d8ab,Success,1.0,1571,1,Flatten,"[1, 15, 128, 64]",None
fuzz_pt_9d6ddd64,Success,10.64,1577,1,ReLU,"[128, 60, 256, 32]",None
fuzz_pt_58978317,Crash,2.64,1421,2,"Flatten,AvgPool2d","[1, 60, 16, 128]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_7e74ba67,Crash,1.0,2508,4,"BatchNorm2d,MaxPool2d,MaxPool2d,ReLU","[256, 3518]",expected 4D input (got 2D input)
fuzz_pt_6ee00493,Crash,1.0,2159,3,"Linear,MaxPool2d,AvgPool2d","[128, 60, 256, 256]",mat1 and mat2 shapes cannot be multiplied (1966080x256 and 474x160)
fuzz_pt_c9b890d1,Crash,1.0,1863,1,Linear,"[1, 62, 16, 64]",mat1 and mat2 shapes cannot be multiplied (992x64 and 190x119)
fuzz_pt_93b34aaf,Crash,1.0,5340,5,"BatchNorm2d,ReLU,Flatten,Linear,Conv2d","[64, 62, 64, 1024]",running_mean should contain 62 elements not 6
fuzz_pt_17160a5e,Crash,1.0,3309,3,"Flatten,Conv2d,AvgPool2d","[1, 63, 16, 256]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 258048]"
fuzz_pt_8bc5c3d6,Success,1.0,2655,2,"Flatten,ReLU","[4, 62, 16, 64]",None
fuzz_pt_dd3d1b9c,Crash,1.0,3389,2,"Conv2d,Flatten","[1, 5, 1024, 1024]","Given groups=1, weight of size [26, 58, 3, 3], expected input[1, 5, 1024, 1024] to have 58 channels, but got 5 channels instead"
fuzz_pt_b7ce0193,Crash,1.0,5974,5,"ReLU,AvgPool2d,MaxPool2d,Conv2d,Linear","[4, 11, 32, 256]","Given groups=1, weight of size [54, 27, 1, 1], expected input[4, 11, 5, 42] to have 27 channels, but got 11 channels instead"
fuzz_pt_57aac795,Crash,1.0,5572,6,"Conv2d,Flatten,AvgPool2d,BatchNorm2d,MaxPool2d,BatchNorm2d","[1, 16, 128, 256]","Given groups=1, weight of size [49, 3, 3, 3], expected input[1, 16, 128, 256] to have 3 channels, but got 16 channels instead"
fuzz_pt_654f160c,Success,19.66,4802,3,"AvgPool2d,Conv2d,Flatten","[1, 3, 16, 16]",None
fuzz_pt_93be90c1,Crash,1.0,5159,6,"BatchNorm2d,Linear,AvgPool2d,AvgPool2d,MaxPool2d,Flatten","[1, 4024]",expected 4D input (got 2D input)
fuzz_pt_33a14142,Crash,2.53,1703,3,"AvgPool2d,Flatten,AvgPool2d","[16, 237]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_1c966951,Crash,1.0,2353,3,"MaxPool2d,Flatten,ReLU","[16, 3598]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_7b993970,Crash,1.0,4181,3,"Linear,Linear,AvgPool2d","[4, 35, 1024, 64]",mat1 and mat2 shapes cannot be multiplied (143360x64 and 784x930)
fuzz_pt_2fc69758,Crash,1.0,3736,3,"AvgPool2d,BatchNorm2d,Linear","[4, 27, 128, 64]",running_mean should contain 27 elements not 37
fuzz_pt_db68a125,Crash,1.0,4144,3,"Flatten,MaxPool2d,Conv2d","[256, 1126]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_f7dc4738,Crash,1.0,2167,3,"Conv2d,BatchNorm2d,Flatten","[64, 1, 64, 32]","Given groups=1, weight of size [30, 35, 5, 5], expected input[64, 1, 64, 32] to have 35 channels, but got 1 channels instead"
fuzz_pt_fe90fc7c,Crash,1.0,1890,3,"BatchNorm2d,BatchNorm2d,Flatten","[16, 3290]",expected 4D input (got 2D input)
fuzz_pt_b95ec6d7,Crash,284.2,5021,4,"ReLU,Linear,ReLU,Conv2d",Unallocatable,AllocationError: [enforce fail at alloc_cpu.cpp:117] data. DefaultCPUAllocator: not enough memory: you tried to allocate 9126805504 bytes.
fuzz_pt_00c9bc85,Crash,1.0,3344,6,"MaxPool2d,AvgPool2d,AvgPool2d,Flatten,Linear,AvgPool2d","[256, 2530]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_74955c2b,Success,1.72,3169,3,"AvgPool2d,Flatten,ReLU","[16, 63, 64, 64]",None
fuzz_pt_7fb3da44,Success,3.67,1952,1,MaxPool2d,"[4, 52, 1024, 32]",None
fuzz_pt_388d3bc0,Crash,1.0,3872,5,"Conv2d,BatchNorm2d,AvgPool2d,ReLU,MaxPool2d","[1, 4, 32, 128]","Given groups=1, weight of size [53, 45, 1, 1], expected input[1, 4, 32, 128] to have 45 channels, but got 4 channels instead"
fuzz_pt_c3902260,Crash,1.0,3082,4,"Linear,AvgPool2d,AvgPool2d,Flatten","[128, 48, 16, 32]",mat1 and mat2 shapes cannot be multiplied (98304x32 and 472x758)
fuzz_pt_808cf28b,Success,1.0,4002,4,"AvgPool2d,ReLU,ReLU,Flatten","[4, 22, 128, 64]",None
fuzz_pt_e00d8012,Crash,1.0,2055,2,"MaxPool2d,Conv2d","[1, 3690]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_2ea3fc04,Crash,1.51,3645,4,"ReLU,Conv2d,AvgPool2d,BatchNorm2d","[4, 52, 32, 128]","Given groups=1, weight of size [32, 6, 3, 3], expected input[4, 52, 32, 128] to have 6 channels, but got 52 channels instead"
fuzz_pt_c939860d,Crash,1.0,5788,6,"BatchNorm2d,ReLU,Linear,Conv2d,Flatten,Linear","[64, 48, 16, 64]",running_mean should contain 48 elements not 7
fuzz_pt_2962c28f,Crash,1.0,5170,5,"Conv2d,AvgPool2d,Linear,Flatten,BatchNorm2d","[64, 2507]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 2507]"
fuzz_pt_7a6f426b,Success,1.0,1748,1,Flatten,"[1, 24, 128, 16]",None
fuzz_pt_d5a9e4b5,Crash,1.01,4341,4,"Linear,Linear,MaxPool2d,AvgPool2d","[64, 10, 1024, 32]",mat1 and mat2 shapes cannot be multiplied (655360x32 and 107x287)
fuzz_pt_68ea22e8,Timeout,2414.55,4235,4,"AvgPool2d,ReLU,AvgPool2d,MaxPool2d","[64, 10, 256, 256]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_2d3428a1,Crash,1.0,4879,4,"Conv2d,Flatten,Conv2d,Conv2d","[128, 51, 64, 16]","Given groups=1, weight of size [55, 31, 1, 1], expected input[128, 51, 64, 16] to have 31 channels, but got 51 channels instead"
